Samples	Signature A	Signature B	Signature C	Signature D	Signature E	Signature F	Signature G	Signature H	Signature I
Sample1020	2.42E+01	6.58E+00	1.24E+01	6.09E+00	1.76E+01	7.19E+00	9.92E+00	1.14E+01	1.16E+01
Sample1021	1.96E+01	7.57E+00	2.90E+01	2.31E+01	2.00E+01	2.75E+01	6.35E+00	2.10E+01	1.11E+01
Sample1022	1.39E+01	1.10E+01	9.26E+00	1.05E+01	3.17E+01	1.38E+01	8.48E+00	2.28E+01	1.20E+01
Sample1023	1.74E+01	1.43E+01	4.11E+01	1.47E+01	2.27E+01	3.02E+00	5.41E+00	1.59E+01	3.42E+01
Sample1024	2.70E+01	7.50E+00	2.51E+01	1.38E+01	2.04E+01	2.50E+01	1.24E+01	2.16E+01	1.25E+01
Sample1025	2.77E+01	5.40E+00	1.64E+01	1.42E+01	3.45E+01	8.23E+00	7.24E+00	1.36E+01	2.61E+01
Sample1026	4.23E+00	2.18E+01	3.36E+01	1.78E+01	2.28E+01	1.21E+01	1.69E+01	2.52E+01	2.59E+01
Sample1027	2.04E+01	1.18E+01	1.29E+01	1.30E+01	1.65E+01	1.38E+01	9.93E+00	1.03E+01	1.70E+01
Sample1028	1.52E+01	1.48E+01	1.08E+01	1.96E+01	2.15E+01	2.23E+01	7.71E+00	2.76E+01	2.47E+01
Sample1029	2.00E+01	1.82E+01	1.64E+01	1.17E+01	2.21E+01	2.04E+01	4.86E+00	2.05E+01	1.31E+01
Sample1030	2.55E+01	5.62E+00	1.33E+01	1.07E+01	2.20E+01	4.73E+00	5.25E+00	1.29E+01	2.15E+01
Sample1031	2.14E+01	1.49E+01	4.06E+01	1.34E+01	1.69E+01	6.38E+00	1.04E+01	1.56E+01	3.01E+01
Sample1032	2.46E+01	5.72E+00	1.20E+01	1.17E+01	1.21E+01	7.62E+00	7.98E+00	2.15E+01	1.67E+01
Sample1033	1.02E+01	1.03E+01	2.21E+01	1.46E+01	2.51E+01	2.61E+01	6.13E+00	2.72E+01	1.41E+01
Sample1034	3.26E+01	1.56E+01	1.36E+01	9.71E+00	4.00E+01	1.35E+01	5.57E+00	6.79E+00	2.35E+01
Sample1035	2.02E+01	8.40E+00	2.00E+01	9.19E+00	1.64E+01	1.48E+01	7.57E+00	2.17E+01	1.51E+01
Sample1036	2.29E+01	5.12E+00	1.61E+01	6.58E+00	2.27E+01	2.51E+01	7.12E+00	1.90E+01	2.07E+01
Sample1037	1.79E+01	2.09E+01	2.00E+01	1.04E+01	2.43E+01	2.36E+01	1.23E+01	3.51E+01	2.34E+01
Sample1038	2.17E+01	6.00E+00	2.56E+01	2.55E+01	2.04E+01	2.71E+01	1.28E+01	1.79E+01	1.61E+01
Sample1039	1.77E+01	6.52E+00	2.64E+01	2.09E+01	1.83E+01	1.72E+01	1.97E+01	8.52E+00	2.12E+01
Sample1040	2.90E+01	4.56E+00	1.59E+01	1.15E+01	3.32E+01	8.76E+00	1.02E+01	2.22E+01	1.22E+01
Sample1041	1.98E+01	1.26E+01	1.79E+01	1.30E+01	3.24E+01	1.75E+01	8.90E+00	9.98E+00	1.99E+01
Sample1042	2.31E+01	5.04E+00	1.54E+01	7.36E+00	3.85E+01	9.43E+00	8.16E+00	1.77E+01	1.68E+01
Sample1043	1.77E+01	1.43E+01	3.66E+01	1.67E+01	1.63E+01	4.72E+00	6.84E+00	2.12E+01	2.24E+01
Sample1044	8.17E+00	1.09E+01	1.59E+01	1.73E+01	7.30E+00	1.96E+01	1.32E+01	1.34E+01	1.64E+01
Sample1045	1.77E+01	9.36E+00	1.69E+01	1.17E+01	1.60E+01	1.40E+01	6.72E+00	1.50E+01	1.78E+01
Sample1046	2.24E+01	1.01E+01	1.63E+01	1.29E+01	2.97E+01	1.46E+01	1.32E+01	2.02E+01	2.23E+01
Sample1047	3.65E+01	6.02E+00	1.98E+01	8.04E+00	3.15E+01	1.39E+01	1.15E+01	1.08E+01	1.81E+01
Sample1048	2.45E+01	1.45E+01	2.44E+01	9.82E+00	1.44E+01	4.71E+00	6.94E+00	2.30E+01	1.03E+01
Sample1049	2.45E+01	4.24E+00	1.85E+01	1.42E+01	2.38E+01	6.75E+00	9.43E+00	1.73E+01	1.86E+01
Sample1050	2.63E+01	7.41E+00	1.70E+01	8.64E+00	1.69E+01	1.01E+01	3.95E+00	1.51E+01	1.15E+01
Sample1051	1.77E+01	2.13E+01	1.62E+01	9.89E+00	2.76E+01	2.44E+01	1.14E+01	2.79E+01	1.48E+01
Sample1052	1.93E+01	1.14E+01	2.41E+01	1.01E+01	2.25E+01	3.20E+01	1.09E+01	3.27E+01	1.33E+01
Sample1053	2.15E+01	6.45E+00	1.77E+01	5.01E+00	1.69E+01	5.53E+00	5.10E+00	1.29E+01	1.68E+01
Sample1054	2.37E+01	4.49E+00	2.14E+01	1.12E+01	2.74E+01	1.63E+01	1.27E+01	2.48E+01	2.22E+01
Sample1055	2.28E+01	1.26E+01	2.82E+01	1.52E+01	2.72E+01	2.61E+01	3.75E+00	1.68E+01	1.53E+01
Sample1056	2.69E+01	1.11E+01	1.25E+01	1.14E+01	2.16E+01	5.79E+00	6.79E+00	1.35E+01	1.62E+01
Sample1057	2.77E+01	9.64E+00	1.19E+01	7.63E+00	2.69E+01	1.46E+01	9.24E+00	8.69E+00	1.25E+01
Sample1058	1.88E+01	1.18E+01	1.92E+01	8.92E+00	1.80E+01	1.77E+01	8.61E+00	2.17E+01	1.16E+01
Sample1059	1.33E+01	5.52E+00	2.07E+01	2.07E+01	1.85E+01	2.48E+01	8.54E+00	2.35E+01	1.42E+01
Sample1060	1.59E+01	6.36E+00	1.61E+01	2.00E+01	1.99E+01	2.53E+01	9.30E+00	1.01E+01	1.67E+01
Sample1061	2.89E+01	1.64E+01	1.96E+01	1.40E+01	2.22E+01	1.28E+01	8.87E+00	1.60E+01	6.23E+00
Sample1062	1.78E+01	7.79E+00	1.83E+01	1.49E+01	2.90E+01	1.73E+01	7.91E+00	2.08E+01	2.47E+01
Sample1063	1.67E+01	8.63E+00	2.38E+01	7.87E+00	2.81E+01	2.15E+01	8.74E+00	1.97E+01	1.65E+01
Sample1064	3.29E+01	6.46E+00	1.77E+01	1.03E+01	3.03E+01	7.62E+00	1.48E+01	1.43E+01	6.80E+00
Sample1065	2.17E+01	6.19E+00	2.10E+01	9.27E+00	2.94E+01	1.10E+01	9.68E+00	1.71E+01	1.23E+01
Sample1066	2.14E+01	9.57E+00	1.88E+01	7.43E+00	1.16E+01	2.37E+01	9.70E+00	2.73E+01	1.49E+01
Sample1067	2.74E+01	1.26E+01	1.69E+01	9.94E+00	2.03E+01	8.96E+00	7.64E+00	2.05E+01	1.48E+01
Sample1068	3.20E+01	9.63E+00	1.49E+01	8.90E+00	4.06E+01	5.34E+00	1.28E+01	1.23E+01	1.40E+01
Sample1069	1.81E+01	1.19E+01	4.15E+01	2.04E+01	1.72E+01	6.67E+00	9.89E+00	2.20E+01	2.02E+01
Sample1070	2.60E+01	1.88E+01	2.49E+01	8.21E+00	1.02E+01	1.15E+01	7.71E+00	1.99E+01	8.64E+00
Sample1071	2.42E+01	7.94E+00	1.83E+01	1.53E+01	1.76E+01	2.15E+01	9.55E+00	1.11E+01	2.09E+01
Sample1072	2.05E+01	6.48E+00	1.84E+01	4.79E+00	1.89E+01	6.53E+00	1.13E+01	2.14E+01	2.20E+01
Sample1073	1.62E+01	2.66E+01	3.36E+01	7.95E+00	1.72E+01	8.76E+00	1.12E+01	1.58E+01	1.72E+01
Sample1074	1.27E+01	5.77E+00	2.14E+01	1.45E+01	3.01E+01	1.36E+01	1.10E+01	1.82E+01	2.54E+01
Sample1075	2.46E+01	8.51E+00	2.38E+01	7.53E+00	2.46E+01	7.26E+00	8.27E+00	1.56E+01	2.25E+01
Sample1076	2.52E+01	7.77E+00	1.42E+01	7.25E+00	2.07E+01	7.94E+00	7.64E+00	2.62E+01	1.85E+01
Sample1077	3.15E+01	9.82E+00	1.32E+01	7.46E+00	2.71E+01	1.47E+01	7.72E+00	1.34E+01	1.80E+01
Sample1078	3.76E+01	1.09E+01	1.94E+01	5.03E+00	3.20E+01	1.02E+01	8.59E+00	1.13E+01	1.38E+01
Sample1079	1.77E+01	1.92E+01	3.59E+01	1.65E+01	2.04E+01	1.49E+01	2.35E+01	1.94E+01	3.92E+01
Sample1080	2.16E+01	4.75E+00	2.41E+01	7.71E+00	1.94E+01	2.80E+01	1.01E+01	3.51E+01	2.14E+01
Sample1081	1.52E+01	4.76E+00	1.79E+01	1.18E+01	1.80E+01	4.14E+00	5.91E+00	1.63E+01	1.28E+01
Sample1082	3.19E+01	2.46E+00	7.99E+00	1.13E+01	2.42E+01	6.18E+00	7.69E+00	9.12E+00	1.58E+01
Sample1083	1.92E+01	9.64E+00	1.46E+01	8.70E+00	2.22E+01	8.64E+00	1.01E+01	1.36E+01	2.06E+01
Sample1084	1.84E+01	6.54E+00	2.55E+01	1.31E+01	2.85E+01	1.04E+01	9.40E+00	1.51E+01	1.81E+01
Sample1085	2.24E+01	4.88E+00	8.78E+00	8.87E+00	3.09E+01	7.41E+00	7.66E+00	1.79E+01	2.04E+01
Sample1086	2.48E+01	5.90E+00	1.82E+01	7.02E+00	2.58E+01	1.10E+01	5.68E+00	1.56E+01	2.21E+01
Sample1087	2.35E+01	9.93E+00	1.58E+01	1.40E+01	2.52E+01	3.77E+00	6.49E+00	2.15E+01	1.59E+01
Sample1088	2.86E+01	2.46E+01	1.94E+01	9.14E+00	3.23E+01	1.19E+01	1.26E+01	2.20E+01	2.52E+01
Sample1089	1.94E+01	7.68E+00	8.91E+00	7.91E+00	1.52E+01	6.35E+00	7.45E+00	1.74E+01	1.46E+01
Sample1090	2.19E+01	1.04E+01	1.45E+01	3.79E+00	2.11E+01	2.11E+01	8.02E+00	2.64E+01	2.10E+01
Sample1091	1.77E+01	5.98E+00	1.06E+01	8.95E+00	2.25E+01	6.82E+00	5.02E+00	2.03E+01	1.59E+01
Sample1092	3.39E+01	8.41E+00	1.55E+01	1.28E+01	2.14E+01	9.35E+00	7.96E+00	2.07E+01	1.44E+01
Sample1093	2.55E+01	8.76E+00	1.08E+01	7.62E+00	2.56E+01	7.77E+00	5.33E+00	1.24E+01	2.03E+01
Sample1094	3.41E+01	1.50E+01	1.56E+01	7.13E+00	2.17E+01	7.75E+00	9.99E+00	1.67E+01	1.89E+01
Sample1095	2.06E+01	9.37E+00	3.43E+01	2.09E+01	2.68E+01	2.22E+01	7.23E+00	1.94E+01	1.63E+01
Sample1096	2.18E+01	1.29E+01	1.89E+01	1.05E+01	2.24E+01	7.94E+00	5.52E+00	1.83E+01	1.70E+01
Sample1097	2.72E+01	8.62E+00	2.21E+01	1.01E+01	3.25E+01	8.10E+00	5.21E+00	1.37E+01	1.29E+01
Sample1098	2.61E+01	1.36E+01	1.40E+01	7.90E+00	3.34E+01	1.70E+01	8.68E+00	1.51E+01	1.91E+01
Sample1099	2.14E+01	3.38E+00	2.48E+01	1.18E+01	3.21E+01	1.05E+01	7.65E+00	2.01E+01	1.24E+01
Sample1100	2.63E+01	5.09E+00	2.87E+01	2.19E+01	1.23E+01	2.63E+01	5.23E+00	1.91E+01	1.69E+01
Sample1101	2.61E+01	6.10E+00	1.58E+01	1.05E+01	3.46E+01	7.74E+00	5.64E+00	1.13E+01	1.91E+01
Sample1102	1.77E+01	5.35E+00	1.87E+01	2.70E+01	3.63E+01	2.29E+01	7.00E+00	9.10E+00	1.20E+01
Sample1103	1.79E+01	7.18E+00	3.12E+01	2.39E+01	4.45E+01	3.12E+01	3.06E+00	2.30E+01	2.28E+01
Sample1104	2.78E+01	8.82E+00	9.65E+00	1.63E+01	2.29E+01	1.34E+01	7.38E+00	1.52E+01	2.39E+01
Sample1105	2.45E+01	1.19E+01	3.29E+01	1.39E+01	2.09E+01	2.99E+00	1.06E+01	3.42E+01	2.25E+01
Sample1106	4.44E+01	2.53E+01	5.28E+01	3.30E+01	4.42E+01	1.28E+01	1.01E+01	3.10E+01	2.50E+01
Sample1107	1.18E+01	5.81E+00	2.25E+01	1.33E+01	2.43E+01	1.79E+01	8.69E+00	1.16E+01	2.83E+01
Sample1108	2.74E+01	9.41E+00	1.57E+01	1.35E+01	1.98E+01	7.34E+00	7.83E+00	1.89E+01	8.97E+00
Sample1109	2.96E+01	1.52E+01	1.72E+01	7.36E+00	2.09E+01	1.22E+01	1.83E+01	1.28E+01	1.59E+01
Sample1110	3.05E+01	7.75E+00	1.61E+01	8.84E+00	2.20E+01	1.07E+01	6.63E+00	2.03E+01	2.01E+01
Sample1111	1.05E+01	6.49E+00	1.91E+01	9.70E+00	3.00E+01	1.70E+01	8.78E+00	2.74E+01	2.04E+01
Sample1112	2.99E+01	6.07E+00	1.36E+01	7.07E+00	1.96E+01	6.72E+00	6.54E+00	1.15E+01	1.42E+01
Sample1113	1.97E+01	7.37E+00	3.40E+01	1.91E+01	3.00E+01	1.64E+01	1.15E+01	2.41E+01	2.19E+01
Sample1114	1.82E+01	7.52E+00	1.37E+01	1.23E+01	1.50E+01	1.33E+01	1.01E+01	1.80E+01	1.84E+01
Sample1115	2.25E+01	3.16E+00	1.72E+01	8.89E+00	2.45E+01	8.26E+00	4.60E+00	1.33E+01	1.91E+01
Sample1116	1.15E+01	5.96E+00	1.80E+01	8.11E+00	1.52E+01	9.27E+00	1.40E+01	1.59E+01	2.00E+01
Sample1117	7.36E+00	6.91E+00	2.13E+01	1.29E+01	9.05E+00	9.10E+00	1.23E+01	2.01E+01	2.32E+01
Sample1118	2.20E+01	7.33E+00	1.31E+01	8.18E+00	3.71E+01	8.77E+00	6.22E+00	1.05E+01	2.02E+01
Sample1119	2.64E+01	1.39E+01	3.43E+01	7.86E+00	2.46E+01	1.56E+01	1.09E+01	2.36E+01	2.87E+01
Sample1120	1.77E+01	1.31E+01	1.40E+01	9.41E+00	1.36E+01	8.65E+00	1.27E+01	1.69E+01	1.03E+01
Sample1121	1.63E+01	1.87E+01	3.18E+01	1.54E+01	1.10E+01	1.23E+01	1.44E+01	1.88E+01	2.07E+01
Sample1122	1.95E+01	4.57E+00	2.04E+01	1.68E+01	2.29E+01	1.44E+01	7.47E+00	1.88E+01	2.49E+01
Sample1123	2.11E+01	1.09E+01	2.30E+01	1.20E+01	2.76E+01	1.58E+01	8.03E+00	1.32E+01	1.46E+01
Sample1124	2.36E+01	1.40E+01	1.52E+01	1.55E+01	3.68E+01	6.78E+00	3.68E+00	1.50E+01	1.68E+01
Sample1125	1.99E+01	6.74E+00	1.85E+01	1.10E+01	2.30E+01	1.45E+01	9.21E+00	1.66E+01	7.95E+00
Sample1126	1.96E+01	1.37E+01	2.10E+01	1.08E+01	9.87E+00	9.21E+00	6.65E+00	2.41E+01	1.95E+01
Sample1127	1.45E+01	1.41E+01	2.92E+01	1.07E+01	3.55E+01	2.02E+01	1.12E+01	2.08E+01	2.75E+01
Sample1128	2.90E+01	4.24E+00	1.84E+01	5.02E+00	2.78E+01	1.19E+01	9.09E+00	8.91E+00	1.90E+01
Sample1129	1.77E+01	1.59E+01	1.97E+01	1.38E+01	2.17E+01	2.46E+01	1.34E+01	3.42E+01	1.93E+01
Sample1130	1.67E+01	2.43E+00	1.93E+01	1.73E+01	2.27E+01	1.81E+01	8.01E+00	6.19E+00	9.74E+00
Sample1131	2.57E+01	9.01E+00	1.60E+01	8.24E+00	2.68E+01	7.75E+00	1.34E+01	9.54E+00	2.99E+01
Sample1132	1.53E+01	1.13E+01	2.62E+01	1.54E+01	1.81E+01	1.92E+01	6.09E+00	2.66E+01	2.48E+01
Sample1133	2.24E+01	9.10E+00	9.13E+00	8.92E+00	2.40E+01	1.18E+01	9.94E+00	1.68E+01	2.28E+01
Sample1134	2.15E+01	8.83E+00	2.24E+01	1.02E+01	2.30E+01	2.45E+01	5.45E+00	3.04E+01	1.58E+01
Sample1135	2.09E+01	7.03E+00	2.57E+01	2.67E+01	3.26E+01	2.45E+01	5.78E+00	2.15E+01	1.25E+01
Sample1136	2.40E+01	2.75E+01	3.71E+01	1.26E+01	1.34E+01	1.15E+01	1.23E+01	1.87E+01	2.35E+01
Sample1137	2.45E+01	1.01E+01	1.52E+01	1.24E+01	2.47E+01	8.97E+00	9.79E+00	1.96E+01	1.23E+01
Sample1138	1.92E+01	7.76E+00	2.20E+01	1.03E+01	1.94E+01	9.07E+00	7.83E+00	2.09E+01	2.19E+01
Sample1139	1.65E+01	6.63E+00	2.36E+01	1.27E+01	2.49E+01	9.58E+00	1.54E+01	1.47E+01	1.94E+01
Sample1140	2.01E+01	3.32E+01	2.74E+01	1.29E+01	2.52E+01	1.39E+01	1.14E+01	1.82E+01	3.11E+01
Sample1141	1.52E+01	1.55E+01	4.46E+01	1.95E+01	1.91E+01	6.80E+00	8.13E+00	2.02E+01	3.86E+01
Sample1142	1.97E+01	1.37E+01	3.75E+01	1.56E+01	2.15E+01	5.13E+00	6.62E+00	1.30E+01	2.05E+01
Sample1143	1.96E+01	1.35E+01	1.95E+01	1.50E+01	1.33E+01	2.17E+01	1.35E+01	2.50E+01	1.69E+01
Sample1144	4.77E+01	3.23E+01	5.00E+01	2.04E+01	4.17E+01	7.14E+00	1.12E+01	2.54E+01	2.87E+01
Sample1145	1.94E+01	5.68E+00	2.49E+01	2.38E+01	2.53E+01	3.13E+01	7.89E+00	2.21E+01	1.19E+01
Sample1146	2.12E+01	1.28E+01	2.06E+01	1.25E+01	2.31E+01	8.33E+00	1.15E+01	2.64E+01	1.30E+01
Sample1147	2.82E+01	1.11E+01	2.50E+01	1.39E+01	1.80E+01	2.28E+01	1.33E+01	2.01E+01	1.77E+01
Sample1148	2.92E+01	9.05E+00	1.34E+01	1.04E+01	2.17E+01	6.96E+00	7.95E+00	2.03E+01	1.23E+01
Sample1149	2.56E+01	1.16E+01	2.02E+01	1.03E+01	2.21E+01	5.12E+00	9.86E+00	1.63E+01	2.84E+01
Sample1150	1.91E+01	9.71E+00	1.71E+01	4.96E+00	2.15E+01	5.99E+00	6.93E+00	1.33E+01	1.53E+01
Sample1151	1.83E+01	9.42E+00	2.76E+01	6.66E+00	2.34E+01	1.77E+01	6.35E+00	1.81E+01	1.58E+01
Sample1152	1.48E+01	6.78E+00	1.78E+01	2.37E+01	2.81E+01	2.10E+01	8.48E+00	1.54E+01	1.78E+01
Sample1153	2.35E+01	1.02E+01	3.85E+01	2.17E+01	1.96E+01	2.94E+00	1.13E+01	1.96E+01	2.41E+01
Sample1154	2.86E+01	1.50E+01	2.02E+01	1.11E+01	2.56E+01	2.51E+01	7.36E+00	3.27E+01	1.44E+01
Sample1155	1.56E+01	8.44E+00	2.18E+01	2.02E+01	2.14E+01	2.27E+01	5.30E+00	1.13E+01	1.08E+01
Sample1156	2.39E+01	8.77E+00	1.47E+01	1.12E+01	2.13E+01	7.60E+00	8.54E+00	2.18E+01	1.43E+01
Sample1157	1.75E+01	5.60E+00	1.40E+01	9.16E+00	2.21E+01	4.99E+00	1.30E+01	1.21E+01	1.65E+01
Sample1158	1.80E+01	1.68E+01	1.81E+01	1.20E+01	1.19E+01	1.09E+01	7.43E+00	1.16E+01	2.23E+01
Sample1159	2.03E+01	6.18E+00	1.64E+01	1.24E+01	2.64E+01	3.31E+01	9.87E+00	2.73E+01	2.22E+01
Sample1160	1.56E+01	3.05E+00	2.78E+01	1.58E+01	2.00E+01	2.35E+01	4.75E+00	1.91E+01	1.57E+01
Sample1161	2.17E+01	4.92E+00	2.20E+01	1.36E+01	1.89E+01	7.96E+00	4.46E+00	1.21E+01	9.88E+00
Sample1162	1.27E+01	1.04E+01	1.07E+01	8.41E+00	2.27E+01	8.39E+00	1.23E+01	2.70E+01	1.60E+01
Sample1163	2.76E+01	7.29E+00	2.26E+01	1.66E+01	3.55E+01	1.53E+01	1.12E+01	9.12E+00	1.64E+01
Sample1164	2.60E+01	1.01E+01	1.36E+01	6.89E+00	2.89E+01	6.75E+00	9.48E+00	5.31E+00	8.59E+00
Sample1165	3.08E+01	1.12E+01	2.28E+01	6.55E+00	1.64E+01	2.22E+01	1.26E+01	3.08E+01	1.91E+01
Sample1166	2.32E+01	4.87E+00	1.03E+01	1.50E+01	2.33E+01	1.22E+01	9.08E+00	1.77E+01	1.60E+01
Sample1167	1.51E+01	3.32E+00	2.41E+01	1.38E+01	2.17E+01	1.85E+01	7.90E+00	1.21E+01	1.21E+01
Sample1168	2.66E+01	3.73E+00	1.60E+01	8.88E+00	1.99E+01	1.49E+01	1.26E+01	1.47E+01	2.24E+01
Sample1169	2.64E+01	5.46E+00	1.78E+01	1.22E+01	1.94E+01	9.70E+00	9.64E+00	1.32E+01	1.81E+01
Sample1170	1.27E+01	1.58E+01	1.64E+01	8.57E+00	2.48E+01	7.47E+00	1.26E+01	1.77E+01	1.16E+01
Sample1171	2.32E+01	8.90E+00	1.20E+01	9.19E+00	1.83E+01	2.17E+01	7.25E+00	3.25E+01	1.91E+01
Sample1172	2.89E+01	1.19E+01	1.28E+01	1.38E+01	2.94E+01	8.85E+00	1.06E+01	2.47E+01	2.13E+01
Sample1173	2.24E+01	5.81E+00	1.56E+01	1.10E+01	2.60E+01	6.37E+00	1.19E+01	1.66E+01	1.06E+01
Sample1174	3.82E+01	8.44E+00	1.61E+01	5.16E+00	3.32E+01	9.12E+00	7.92E+00	1.31E+01	1.09E+01
Sample1175	1.93E+01	7.70E+00	1.05E+01	1.32E+01	2.40E+01	1.16E+01	3.89E+00	1.87E+01	1.42E+01
Sample1176	1.02E+01	1.42E+01	1.17E+01	1.17E+01	3.12E+01	1.52E+01	7.20E+00	1.96E+01	2.23E+01
Sample1177	2.30E+01	7.29E+00	1.12E+01	9.72E+00	2.70E+01	7.34E+00	6.63E+00	1.30E+01	1.33E+01
Sample1178	1.96E+01	8.95E+00	2.70E+01	1.42E+01	2.15E+01	2.67E+01	1.21E+01	2.30E+01	1.48E+01
Sample1179	1.40E+01	8.26E+00	1.95E+01	6.85E+00	2.23E+01	1.03E+01	9.71E+00	1.44E+01	1.14E+01
Sample1180	3.74E+01	1.49E+01	1.38E+01	6.79E+00	3.27E+01	1.20E+01	8.10E+00	1.60E+01	1.77E+01
Sample1181	4.03E+01	1.06E+01	1.85E+01	1.07E+01	4.14E+01	1.02E+01	1.26E+01	1.23E+01	1.52E+01
Sample1182	3.34E+01	1.36E+01	2.58E+01	1.12E+01	1.30E+01	6.17E+00	8.73E+00	1.89E+01	1.42E+01
Sample1183	3.57E+01	8.87E+00	2.42E+01	1.02E+01	3.57E+01	1.23E+01	1.03E+01	1.61E+01	1.96E+01
Sample1184	3.01E+01	1.05E+01	1.50E+01	1.29E+01	1.26E+01	7.80E+00	5.49E+00	2.00E+01	2.23E+01
Sample1185	2.14E+01	1.14E+01	2.18E+01	8.28E+00	2.11E+01	7.89E+00	6.81E+00	4.33E+00	1.24E+01
Sample1186	2.04E+01	7.22E+00	9.24E+00	1.02E+01	2.58E+01	1.25E+01	1.06E+01	1.46E+01	2.21E+01
Sample1187	2.49E+01	5.13E+00	1.35E+01	4.55E+00	1.88E+01	8.08E+00	4.84E+00	7.75E+00	1.39E+01
Sample1188	2.51E+01	7.61E+00	1.24E+01	9.41E+00	2.77E+01	9.51E+00	5.33E+00	1.81E+01	7.45E+00
Sample1189	1.34E+01	1.23E+01	3.39E+01	1.22E+01	6.94E+00	1.11E+01	1.37E+01	1.51E+01	1.88E+01
Sample1190	2.61E+01	3.82E+00	8.59E+00	8.56E+00	1.47E+01	1.25E+01	7.28E+00	1.07E+01	1.93E+01
Sample1191	2.04E+01	5.41E+00	2.06E+01	1.33E+01	1.97E+01	1.63E+01	7.16E+00	2.85E+01	2.08E+01
Sample1192	1.33E+01	1.16E+01	1.87E+01	7.13E+00	1.53E+01	2.27E+01	8.22E+00	2.09E+01	1.76E+01
Sample1193	1.24E+01	1.90E+01	4.43E+01	1.99E+01	2.27E+01	7.55E+00	1.86E+01	2.86E+01	3.10E+01
Sample1194	1.71E+01	1.77E+01	2.18E+01	1.04E+01	1.31E+01	2.03E+01	1.01E+01	2.46E+01	1.35E+01
Sample1195	2.36E+01	7.44E+00	1.60E+01	8.72E+00	2.12E+01	6.44E+00	4.45E+00	1.23E+01	2.30E+01
Sample1196	3.32E+01	1.37E+01	2.47E+01	1.11E+01	2.36E+01	1.09E+01	1.12E+01	2.77E+01	1.99E+01
Sample1197	2.19E+01	4.83E+00	2.69E+01	1.62E+01	2.80E+01	2.86E+01	1.13E+01	1.53E+01	1.93E+01
Sample1198	2.73E+01	4.66E+00	1.66E+01	7.57E+00	3.08E+01	8.64E+00	1.35E+01	1.39E+01	2.19E+01
Sample1199	2.77E+01	1.24E+01	1.62E+01	8.89E+00	2.89E+01	1.39E+01	1.07E+01	1.23E+01	1.72E+01
Sample1200	1.96E+01	1.56E+01	1.18E+01	1.41E+01	1.15E+01	1.07E+01	1.03E+01	2.13E+01	1.15E+01
Sample1201	2.48E+01	1.26E+01	1.52E+01	1.02E+01	1.57E+01	1.86E+01	8.20E+00	2.03E+01	2.18E+01
Sample1202	2.18E+01	4.07E+00	1.09E+01	1.16E+01	2.90E+01	7.79E+00	5.75E+00	1.15E+01	1.65E+01
Sample1203	2.03E+01	8.37E+00	1.50E+01	9.58E+00	1.43E+01	5.47E+00	1.21E+01	1.71E+01	1.87E+01
Sample1204	2.93E+01	4.54E+00	8.97E+00	6.32E+00	2.70E+01	5.11E+00	9.35E+00	1.36E+01	1.17E+01
Sample1205	3.12E+01	1.30E+01	3.06E+01	1.22E+01	3.62E+01	1.89E+01	1.38E+01	2.57E+01	2.81E+01
Sample1206	2.67E+01	7.58E+00	1.78E+01	1.12E+01	3.30E+01	4.57E+00	9.36E+00	1.52E+01	1.57E+01
Sample1207	1.68E+01	6.42E+00	1.50E+01	5.42E+00	2.26E+01	1.17E+01	5.99E+00	2.60E+01	1.67E+01
Sample1208	1.11E+01	9.55E+00	2.44E+01	1.27E+01	2.19E+01	7.43E+00	1.04E+01	1.16E+01	2.01E+01
Sample1209	2.60E+01	4.81E+00	1.58E+01	1.00E+01	2.69E+01	1.08E+01	8.24E+00	1.78E+01	1.29E+01
Sample1210	3.12E+01	3.66E+00	1.66E+01	6.57E+00	2.83E+01	7.84E+00	8.89E+00	1.12E+01	1.25E+01
Sample1211	2.67E+01	1.72E+01	1.96E+01	1.04E+01	2.05E+01	7.69E+00	7.58E+00	1.07E+01	2.33E+01
Sample1212	2.67E+01	8.24E+00	9.96E+00	6.43E+00	2.88E+01	7.72E+00	6.91E+00	1.42E+01	2.01E+01
Sample1213	2.14E+01	5.07E+00	2.06E+01	9.38E+00	1.79E+01	8.72E+00	3.84E+00	1.52E+01	1.22E+01
Sample1214	9.81E+00	1.15E+01	2.21E+01	1.89E+01	2.26E+01	1.56E+01	9.46E+00	2.00E+01	1.79E+01
Sample1215	3.08E+01	6.20E+00	2.27E+01	1.09E+01	1.63E+01	8.98E+00	7.97E+00	1.84E+01	2.17E+01
Sample1216	2.53E+01	6.49E+00	1.59E+01	8.97E+00	2.41E+01	7.81E+00	7.64E+00	1.63E+01	1.58E+01
Sample1217	1.94E+01	7.10E+00	9.16E+00	7.88E+00	1.91E+01	7.99E+00	8.02E+00	1.99E+01	2.28E+01
Sample1218	1.90E+01	3.06E+00	2.20E+01	2.25E+01	2.51E+01	2.50E+01	1.19E+01	2.58E+01	8.95E+00
Sample1219	2.03E+01	1.01E+01	2.37E+01	6.82E+00	2.75E+01	2.32E+01	6.88E+00	2.65E+01	2.09E+01
Sample1220	2.27E+01	7.84E+00	1.13E+01	5.87E+00	3.38E+01	6.88E+00	1.09E+01	1.22E+01	1.85E+01
Sample1221	1.79E+01	2.05E+01	2.94E+01	1.45E+01	1.32E+01	6.88E+00	1.44E+01	2.45E+01	5.55E+00
